CEP	descricao	complemento	descricao_bairro
71539030	Condomínio Privê I Quadra 1 Conjunto E		Setor de Mansões do Lago Norte
71539035	Condomínio Privê I Quadra 1 Conjunto F		Setor de Mansões do Lago Norte
71539040	Condomínio Privê I Quadra 1 Conjunto G		Setor de Mansões do Lago Norte
71539045	Condomínio Privê I Quadra 1 Conjunto H		Setor de Mansões do Lago Norte
71539050	Condomínio Privê I Quadra 1 Conjunto I		Setor de Mansões do Lago Norte
71539055	Condomínio Privê I Quadra 1 Conjunto J		Setor de Mansões do Lago Norte
71539060	Condomínio Privê I Quadra 1 Conjunto K		Setor de Mansões do Lago Norte
71539065	Condomínio Privê I Quadra 1 Conjunto L		Setor de Mansões do Lago Norte
71539070	Condomínio Privê I Quadra 1 Conjunto M		Setor de Mansões do Lago Norte
71539075	Condomínio Privê I Quadra 1 Conjunto N		Setor de Mansões do Lago Norte
71539080	Condomínio Privê I Quadra 1 Conjunto O		Setor de Mansões do Lago Norte
71539085	Condomínio Privê I Quadra 1 Conjunto P		Setor de Mansões do Lago Norte
71539090	Condomínio Privê I Quadra 1 Conjunto Q		Setor de Mansões do Lago Norte
71539095	Condomínio Privê I Quadra 1 Conjunto R		Setor de Mansões do Lago Norte
71539300	Condomínio Privê I Quadra 3		Setor de Mansões do Lago Norte
71539305	Condomínio Privê I Quadra 3 Conjunto A		Setor de Mansões do Lago Norte
71539310	Condomínio Privê I Quadra 3 Conjunto B		Setor de Mansões do Lago Norte
71539315	Condomínio Privê I Quadra 3 Conjunto C		Setor de Mansões do Lago Norte
71539320	Condomínio Privê I Quadra 3 Conjunto D		Setor de Mansões do Lago Norte
71539325	Condomínio Privê I Quadra 3 Conjunto E		Setor de Mansões do Lago Norte
71539330	Condomínio Privê I Quadra 3 Conjunto F		Setor de Mansões do Lago Norte
71539335	Condomínio Privê I Quadra 3 Conjunto G		Setor de Mansões do Lago Norte
71539400	Condomínio Privê II Quadra 1		Setor de Mansões do Lago Norte
71539405	Condomínio Privê II Quadra 1 Conjunto A		Setor de Mansões do Lago Norte
71539410	Condomínio Privê II Quadra 1 Conjunto B		Setor de Mansões do Lago Norte
71539415	Condomínio Privê II Quadra 1 Conjunto C		Setor de Mansões do Lago Norte
71539420	Condomínio Privê II Quadra 1 Conjunto D		Setor de Mansões do Lago Norte
71539425	Condomínio Privê II Quadra 1 Conjunto E		Setor de Mansões do Lago Norte
71539430	Condomínio Privê II Quadra 1 Conjunto F		Setor de Mansões do Lago Norte
71539435	Condomínio Privê II Quadra 1 Conjunto G		Setor de Mansões do Lago Norte
71539440	Condomínio Privê II Quadra 1 Conjunto H		Setor de Mansões do Lago Norte
71539445	Condomínio Privê II Quadra 1 Conjunto I		Setor de Mansões do Lago Norte
71539450	Condomínio Privê II Quadra 1 Conjunto J		Setor de Mansões do Lago Norte
71539455	Condomínio Privê II Quadra 1 Conjunto K		Setor de Mansões do Lago Norte
71539460	Condomínio Privê II Quadra 1 Conjunto L		Setor de Mansões do Lago Norte
71539465	Condomínio Privê II Quadra 1 Conjunto M		Setor de Mansões do Lago Norte
71539470	Condomínio Privê II Quadra 1 Conjunto N		Setor de Mansões do Lago Norte
71539475	Condomínio Privê II Quadra 1 Conjunto O		Setor de Mansões do Lago Norte
71539480	Condomínio Privê II Quadra 1 Conjunto P		Setor de Mansões do Lago Norte
71539485	Condomínio Privê II Quadra 1 Conjunto Q		Setor de Mansões do Lago Norte
71539500	Condomínio Privê II Quadra 2		Setor de Mansões do Lago Norte
71539505	Condomínio Privê II Quadra 2 Conjunto A		Setor de Mansões do Lago Norte
71539510	Condomínio Privê II Quadra 2 Conjunto B		Setor de Mansões do Lago Norte
71539600	Condomínio Privê II Quadra 3		Setor de Mansões do Lago Norte
71539605	Condomínio Privê II Quadra 3 Conjunto A		Setor de Mansões do Lago Norte
71539610	Condomínio Privê II Quadra 3 Conjunto B		Setor de Mansões do Lago Norte
71539615	Condomínio Privê II Quadra 3 Conjunto C		Setor de Mansões do Lago Norte
71539620	Condomínio Privê II Quadra 3 Conjunto D		Setor de Mansões do Lago Norte
71539625	Condomínio Privê II Quadra 3 Conjunto E		Setor de Mansões do Lago Norte
71539630	Condomínio Privê II Quadra 3 Conjunto F		Setor de Mansões do Lago Norte
71539635	Condomínio Privê II Quadra 3 Conjunto G		Setor de Mansões do Lago Norte
71539640	Condomínio Privê II Quadra 3 Conjunto H		Setor de Mansões do Lago Norte
71539645	Condomínio Privê II Quadra 3 Conjunto I		Setor de Mansões do Lago Norte
71539650	Condomínio Privê II Quadra 3 Conjunto J		Setor de Mansões do Lago Norte
71539655	Condomínio Privê II Quadra 3 Conjunto K		Setor de Mansões do Lago Norte
71539660	Condomínio Privê II Quadra 3 Conjunto L		Setor de Mansões do Lago Norte
71539665	Condomínio Privê II Quadra 3 Conjunto M		Setor de Mansões do Lago Norte
71539700	Condomínio Privê II Quadra 4		Setor de Mansões do Lago Norte
71539705	Condomínio Privê II Quadra 4 Conjunto A		Setor de Mansões do Lago Norte
71539710	Condomínio Privê II Quadra 4 Conjunto B		Setor de Mansões do Lago Norte
71539715	Condomínio Privê II Quadra 4 Conjunto C		Setor de Mansões do Lago Norte
71539720	Condomínio Privê II Quadra 4 Conjunto D		Setor de Mansões do Lago Norte
71539725	Condomínio Privê II Quadra 4 Conjunto E		Setor de Mansões do Lago Norte
71539730	Condomínio Privê II Quadra 4 Conjunto F		Setor de Mansões do Lago Norte
71539735	Condomínio Privê II Quadra 4 Conjunto G		Setor de Mansões do Lago Norte
71539740	Condomínio Privê II Quadra 4 Conjunto H		Setor de Mansões do Lago Norte
71539745	Condomínio Privê II Quadra 4 Conjunto I		Setor de Mansões do Lago Norte
71539750	Condomínio Privê II Quadra 4 Conjunto J		Setor de Mansões do Lago Norte
71539755	Condomínio Privê II Quadra 4 Conjunto K		Setor de Mansões do Lago Norte
71539760	Condomínio Privê II Quadra 4 Conjunto L		Setor de Mansões do Lago Norte
71539765	Condomínio Privê II Quadra 4 Conjunto M		Setor de Mansões do Lago Norte
71539770	Condomínio Privê II Quadra 4 Conjunto N		Setor de Mansões do Lago Norte
71539800	Condomínio Privê II Quadra 5		Setor de Mansões do Lago Norte
71539805	Condomínio Privê II Quadra 5 Conjunto A		Setor de Mansões do Lago Norte
71539810	Condomínio Privê II Quadra 5 Conjunto B		Setor de Mansões do Lago Norte
71539815	Condomínio Privê II Quadra 5 Conjunto C		Setor de Mansões do Lago Norte
71539820	Condomínio Privê II Quadra 5 Conjunto D		Setor de Mansões do Lago Norte
71540005	SMLN ML ML		Setor de Mansões do Lago Norte
71540007	SMLN ML MI		Setor de Mansões do Lago Norte
71540010	SMLN ML Trecho 1		Setor de Mansões do Lago Norte
71540020	SMLN ML Trecho 2		Setor de Mansões do Lago Norte
71540030	SMLN ML Trecho 3		Setor de Mansões do Lago Norte
71540031	SMLN ML Trecho 3 Conjunto 1		Setor de Mansões do Lago Norte
71540032	SMLN ML Trecho 3 Conjunto 2		Setor de Mansões do Lago Norte
71540033	SMLN ML Trecho 3 Conjunto 3		Setor de Mansões do Lago Norte
71540035	SMLN MI Trecho 03		Setor de Mansões do Lago Norte
71540036	SMLN MI Trecho 03 Conjunto 1		Setor de Mansões do Lago Norte
71540037	SMLN MI Trecho 03 Conjunto 2		Setor de Mansões do Lago Norte
71540038	SMLN MI Trecho 03 Conjunto 3		Setor de Mansões do Lago Norte
71540039	SMLN MI Trecho 03 Conjunto 4		Setor de Mansões do Lago Norte
71540040	SMLN ML Trecho 4		Setor de Mansões do Lago Norte
71540041	SMLN MI Trecho 03 Conjunto 5		Setor de Mansões do Lago Norte
71540042	SMLN MI Trecho 03 Conjunto 6		Setor de Mansões do Lago Norte
71540043	SMLN ML Trecho 4 Conjunto 1		Setor de Mansões do Lago Norte
71540044	SMLN ML Trecho 4 Conjunto 2		Setor de Mansões do Lago Norte
71540045	SMLN MI Trecho 04		Setor de Mansões do Lago Norte
71540046	SMLN ML Trecho 4 Conjunto 3		Setor de Mansões do Lago Norte
71540047	SMLN MI Trecho 04 Conjunto 1		Setor de Mansões do Lago Norte
71540048	SMLN MI Trecho 04 Conjunto 2		Setor de Mansões do Lago Norte
71540049	SMLN MI Trecho 04 Conjunto 3		Setor de Mansões do Lago Norte
71540050	SMLN ML Trecho 5		Setor de Mansões do Lago Norte
71540051	SMLN ML Trecho 5 Conjunto 1		Setor de Mansões do Lago Norte
71540052	SMLN ML Trecho 5 Conjunto 2		Setor de Mansões do Lago Norte
71540055	SMLN MI Trecho 05		Setor de Mansões do Lago Norte
71540056	SMLN MI Trecho 05 Conjunto 1		Setor de Mansões do Lago Norte
71540057	SMLN MI Trecho 05 Conjunto 2		Setor de Mansões do Lago Norte
71540060	SMLN ML Trecho 6		Setor de Mansões do Lago Norte
71540061	SMLN ML Trecho 6 Conjunto 1		Setor de Mansões do Lago Norte
71540065	SMLN MI Trecho 06		Setor de Mansões do Lago Norte
71540066	SMLN MI Trecho 06 Conjunto 1		Setor de Mansões do Lago Norte
71540067	SMLN MI Trecho 06 Conjunto 2		Setor de Mansões do Lago Norte
71540070	SMLN ML Trecho 7		Setor de Mansões do Lago Norte
71540071	SMLN ML Trecho 7 Conjunto 1		Setor de Mansões do Lago Norte
71540072	SMLN ML Trecho 7 Conjunto 2		Setor de Mansões do Lago Norte
71540073	SMLN ML Trecho 7 Conjunto 3		Setor de Mansões do Lago Norte
71540074	SMLN MI Trecho 07 Conjunto 3		Setor de Mansões do Lago Norte
71540075	SMLN MI Trecho 07		Setor de Mansões do Lago Norte
71540076	SMLN MI Trecho 07 Conjunto 1		Setor de Mansões do Lago Norte
71540077	SMLN MI Trecho 07 Conjunto 2		Setor de Mansões do Lago Norte
71540078	SMLN MI Trecho 07 Conjunto 4		Setor de Mansões do Lago Norte
71540079	SMLN MI Trecho 07 Conjunto 5		Setor de Mansões do Lago Norte
71540080	SMLN ML Trecho 8		Setor de Mansões do Lago Norte
71540081	SMLN ML Trecho 8 Conjunto 1		Setor de Mansões do Lago Norte
